页面路由,页面级别,业务类型,接口Key,接口方法,接口地址,接口作用描述,优先级,风险等级,目前实现状态,使用页面数,备注
/sourcing,一级,找货,addStoreSource,POST,/quick-search-product-center/source/sourcing/addSource,,P2,低,OpenAPI未实现,1,共享组件使用
/sourcing,一级,找货,getByShopId,POST,/quick-search-product-center/source/sourcing/getByShopId,,P2,低,OpenAPI未实现,1,共享组件使用
/sourcing,一级,找货,getWarehouseList,POST,/supplier/supplier/product/getWarehouseList,,P2,低,OpenAPI未实现,0,
/sourcing/list,二级,找货,cancelPaidSource,POST,/quick-search-product-center/source/sourcing/cancel,,P2,高,OpenAPI未实现,1,
/sourcing/list,二级,找货,checkProduct,POST,/elastic-api/app/sourcing/checkProduct,,P2,低,OpenAPI未实现,1,
/sourcing/list,二级,找货,getInquiryPriceDetail,POST,/quick-search-product-center/source/sourcing/getProductInquiryRecord,,P1,低,OpenAPI未实现,1,
/sourcing/list,二级,找货,getLoginInfoApi,POST,/userCenterForeignWeb/account/userInfo,,P1,低,OpenAPI未实现,1,
/sourcing/list,二级,找货,getLotSource,POST,/quick-search-product-center/source/sourcing/getLotSource,,P2,低,OpenAPI未实现,1,
/sourcing/list,二级,找货,getRealPicList,POST,/quick-search-product-center/sourceFilmTask/getRealPicList,,P2,低,OpenAPI未实现,1,
/sourcing/list,二级,找货,getShareId,POST,/quick-search-product-center/sourceFilmTask/getShareId,,P2,低,OpenAPI未实现,1,
/sourcing/list,二级,找货,pageSource,POST,/quick-search-product-center/source/sourcing/pageSource,,P1,低,OpenAPI未实现,1,
/sourcing/list,二级,找货,sourceCount,POST,/quick-search-product-center/source/sourcing/sourceCount,,P2,低,OpenAPI未实现,1,共享组件使用
/sourcing/list,二级,找货,sourceFilmTaskReplenish,POST,/quick-search-product-center/sourceFilmTask/replenish,,P2,低,OpenAPI未实现,1,
/sourcing/list,二级,找货,sourceFilmTaskSuccess,POST,/quick-search-product-center/sourceFilmTask/success,,P2,低,OpenAPI未实现,1,
/sourcing/list,二级,找货,sourcePayment,POST,/quick-search-product-center/source/sourcing/payment,,P2,中,OpenAPI未实现,1,
/sourcing/list,二级,找货,sourcePrice,POST,/quick-search-product-center/source/sourcing/sourcePrice,,P2,低,OpenAPI未实现,1,共享组件使用
/sourcing/list,二级,找货,sourcingDownloadFailFile,POST,/quick-search-product-center/sourceUploadTask/downloadFailFile,,P2,低,OpenAPI未实现,1,
/sourcing/list,二级,找货,souringTaskPage,POST,/quick-search-product-center/sourceUploadTask/taskPage,,P2,低,OpenAPI未实现,1,
/sourcing/list,二级,找货,souringTemplate,POST,/quick-search-product-center/source/sourcing/template,,P2,低,OpenAPI未实现,1,
/sourcing/list,二级,找货,souringUpload,POST,/quick-search-product-center/source/sourcing/upload,,P2,低,OpenAPI未实现,1,
/ticket,一级,工单,exportTicketList,POST,/messageCenterWeb/issue/exportCjIssueList,,P1,低,OpenAPI未实现,1,
/ticket,一级,工单,getIssueType,POST,/messageCenterWeb/issue/getIssueType,,P2,低,OpenAPI未实现,1,
/ticket,一级,工单,getQuestions,POST,/pojo/issue/getIssueQuestion,,P2,低,OpenAPI未实现,0,
/ticket,一级,工单,getTicketList,POST,/messageCenterWeb/issue/cjIssueList,,P2,低,OpenAPI未实现,1,
/ticket,一级,工单,pushTicket,POST,/messageCenterWeb/issue/remind,,P2,低,OpenAPI未实现,1,
/ticket,一级,工单,submitOrder,POST,/pojo/issue/addBusinessIssue,,P2,低,OpenAPI未实现,0,
/ticket/TicketDetail,二级,工单,messageList,POST,/messageCenterWeb/issue/issueMessageList,,P2,低,OpenAPI未实现,1,共享组件使用
/toLogin,一级,登录,toCJ,POST,/userCenterForeignWeb/foreign/toCJ,,P2,低,OpenAPI未实现,1,
/tracking,一级,物流-追踪,getRefactoringOmsListLabel,POST,/cj-logistics-api/refactoring/oms/listLabel,,P1,低,OpenAPI未实现,1,
/tracking,一级,物流-追踪,listLogisticsServiceProduct,GET,/cj-logistics-api/PcsPriceConfigZesty/listLogisticsServiceProduct,,P1,低,OpenAPI未实现,1,
/tracking,一级,物流-追踪,queryTrackingOrderCount,POST,/order-center/proxyOrder/orderManagement/queryTrackingOrderCount,,P2,低,OpenAPI未实现,1,
/tracking,一级,物流-追踪,queryTrackingOrderInfo,POST,/order-center/proxyOrder/orderManagement/queryTrackingOrderInfo,,P2,低,OpenAPI未实现,1,
/undeliveredOrder,一级,订单-未发货,batchPayCheck,POST,/cjorder-web/orderResend/batchPayCheck,,P2,高,OpenAPI未实现,1,
/undeliveredOrder,一级,订单-未发货,confirmSelfPickUp,POST,/cjorder-web/orderResend/confirmSelfPickUp,,P2,中,OpenAPI未实现,1,
/undeliveredOrder,一级,订单-未发货,getCjOrderResend,POST,/cjorder-web/orderResend/getCjOrderResend,,P2,低,OpenAPI未实现,1,
/undeliveredOrder,一级,订单-未发货,getCjOrderResendCountByState,POST,/cjorder-web/orderResend/getCjOrderResendCountByState,,P2,低,OpenAPI未实现,1,
/undeliveredOrder,一级,订单-未发货,getCjOrderResendV2,POST,/cjorder-web/orderResend/getCjOrderResendV2,,P2,低,OpenAPI未实现,1,
/undeliveredOrder,一级,订单-未发货,getStatisticsInfoApi,POST,/cj/orderResend/cjweb_customer_state_count,,P2,低,OpenAPI未实现,1,
/undeliveredOrder,一级,订单-未发货,getUndeliveredOrderPayId,POST,/cjorder-web/orderResend/getPayId,,P2,低,OpenAPI未实现,1,
/undeliveredOrder,一级,订单-未发货,getUndeliveredOrderUpdateInfo,POST,/cjorder-web/orderResend/getUpdateInfo,,P2,低,OpenAPI未实现,1,
/undeliveredOrder,一级,订单-未发货,updateConsigneeInfo,POST,/cjorder-web/orderResend/updateConsigneeInfo,,P2,中,OpenAPI未实现,1,
/videos,一级,视频,cancelCollectVideo,POST,/product-api/productVideo/cancelCollectionVideo,,P2,高,OpenAPI未实现,1,
/videos,一级,视频,cancelDownloadVideo,POST,/product-api/productVideo/cancelDownloadVideo,,P2,高,OpenAPI未实现,1,
/videos,一级,视频,cancelLikeVideo,POST,/product-api/productVideo/cancelLikeVideo,,P2,高,OpenAPI未实现,1,
/videos,一级,视频,getVideoList,POST,/product-api/productVideo/getMyList,,P2,低,OpenAPI未实现,1,
/viewPort,一级,视图管理,cancelViewOrderApi,POST,/cjorder-web/viewOrder/canal,,P2,低,OpenAPI未实现,1,
/viewPort,一级,视图管理,downloadViewOrderImgApi,GET,/cjorder-web/viewOrder/downImg,,P2,低,OpenAPI未实现,1,
/viewPort,一级,视图管理,getDisputeEnumApi,POST,/cjorder-web/disputeNew/getDisputeEnum,,P1,低,OpenAPI未实现,1,
/viewPort,一级,视图管理,getViewCreateQuantityApi,GET,/cjorder-web/viewOrder/getQuantity,,P2,低,OpenAPI未实现,1,
/viewPort,一级,视图管理,getViewOrderLogsApi,POST,/cjorder-web/orderLog/queryViewOrderLogList,,P2,低,OpenAPI未实现,1,
/viewPort,一级,视图管理,getViewOrderPayIdApi,POST,/cjorder-web/viewOrder/payByApply,,P2,中,OpenAPI未实现,1,
/viewPort,一级,视图管理,openViewOrderDisputeApi,POST,/cjorder-web/disputeNew/openDisputeByOrderView,,P1,低,OpenAPI未实现,1,
/viewPort,一级,视图管理,openViewOrderOldDisputeApi,POST,/app/dispute/OpenVideoDispute,,P1,低,OpenAPI未实现,1,
/viewPort/create,二级,视图管理,addViewOrderApi,POST,/cjorder-web/viewOrder/add,,P2,低,OpenAPI未实现,1,
/viewPort/create,二级,视图管理,checkUrlIsCjProductApi,POST,/product-api/cjProductInfo/checkUrlIsCjProduct,,P2,低,OpenAPI未实现,1,
/viewPort/create,二级,视图管理,getQuantityAndIsApplyApi,GET,/cjorder-web/viewOrder/getQuantityAndIsApply,,P2,低,OpenAPI未实现,1,
/viewPort/create,二级,视图管理,getShopProductApi,POST,/cj-platform-web/product/shopProductOld,,P2,低,OpenAPI未实现,1,
/viewPort/create,二级,视图管理,pullPlatformProductApi,POST,/cj-platform-web/product/pullPlatformProduct,,P2,低,OpenAPI未实现,1,
/viewPort/detail,二级,视图管理,getViewOrderDetailApi,GET,/cjorder-web/viewOrder/detail,,P2,低,OpenAPI未实现,1,
/viewPort/list,二级,视图管理,getViewOrderListApi,POST,/cjorder-web/viewOrder/page,,P1,低,OpenAPI未实现,1,
/viewPort/list,二级,视图管理,getViewOrderSearchEnumApi,POST,/cjorder-web/viewOrder/searchParam/enum/get,,P2,低,OpenAPI未实现,1,
/wallet,一级,财务-钱包,checkInvoiceTitle,POST,/payment-center-web/payment/invoice/getInvoiceBillTitle,,P1,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,checkInvoiceTitleNew,POST,/payment-center-web/orderInvoice/valid,,P2,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,doRecharge,POST,/payment-center-web/wallet/balanceRecharge,,P1,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,doWithdrawCash,POST,/payment-center-web/wallet/balanceWithDraw,,P1,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,getBalanceList,POST,/payment-center-web/wallet/getBalanceChangeDetailPage,,P0,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,getBillingList,POST,/payment-center-web/wallet/getBillWatercoursePage,,P1,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,getBonusInfo,POST,/payment-center-web/wallet/getRechargeBountyRatioStair,,P1,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,getCreditLoanRecord,POST,/payment-center-web/fortySeas/getCreditLoanRecord,,P2,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,getDirectOrderTypeApi,POST,/cjorder-web/directOrder/getDirectOrderType,,P2,低,OpenAPI未实现,1,
/wallet,一级,财务-钱包,getOrderInvoiceCacheKey,POST,/payment-center-web/orderInvoice/paramCache,,P2,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,getSelfBonus,POST,/payment-center-web/wallet/rechargeBountyCalculate,,P1,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,getSKUListByOrderCodeApi,POST,/cjorder-web/directOrder/getSyOrderProductSku,,P2,低,OpenAPI未实现,1,
/wallet,一级,财务-钱包,getTopUpAmount,POST,/operationCenterApi/checkRecharge/checkCard,,P2,低,OpenAPI未实现,1,
/wallet,一级,财务-钱包,getWalletDetail,POST,/payment-center-web/wallet/getWalletDetail,,P1,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,getWalletEnum,GET,/payment-center-web/wallet/getWalletEnum,,P1,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,getWithDrawPayAccount,POST,/payment-center-web/wallet/getWithDrawRelatedInfo,,P1,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,payPendingCancel,POST,/payment-center-web/payment/payPendingCancel,,P2,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,sendChargeCode,POST,/payment-center-web/wallet/sendWithdrawVerificationCode,,P1,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,topUpWithCard,POST,/payment-center-web/wallet/refillCard/balanceRecharge,,P1,中,OpenAPI未实现,1,
/wallet,一级,财务-钱包,verifyEmailStatus,POST,/userCenterForeignWeb/foreign/checkEmail,,P2,低,OpenAPI未实现,1,
/wallet/component,二级,财务-钱包,exportBalanceApi,POST,/payment-center-web/wallet/exportBalanceChangeDetail,,P1,中,OpenAPI未实现,2,
/wallet/component,二级,财务-钱包,exportWatercourseApi,POST,/payment-center-web/wallet/exportWatercourse,,P1,中,OpenAPI未实现,2,
/wed2cAuth,一级,认证,cancelBindWed2cAccount,POST,/userCenterForeignWeb/foreign/unbindAccount,,P2,低,OpenAPI未实现,1,
/wed2cAuth,一级,认证,getWed2cAccount,POST,/userCenterForeignWeb/foreign/verifyBindAccount,,P2,低,OpenAPI未实现,1,
/zestyDashboard,一级,Zesty,getDashboardData,POST,/userCenterForeignWeb/dashboard/getDashboardData,,P2,低,OpenAPI未实现,1,
/agents,一级,用户/账户,list,POST,/userCenterForeignWeb/accountManager/list,list,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/blog,一级,内容/博客,getPostsOrPages,POST,/cj/dbPostsPages/getPostsOrPages,get Posts Or Pages,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/global/shared,全局,商品,getProductTotal,GET,/statistics/product/getProductTotal,get Product Total,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/global/shared,全局,统计,getCjStaffTotal,GET,/statistics/staff/getCjStaffTotal,get Cj Staff Total,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/global/shared,全局,商品,searchLabelProduct,POST,/elastic-api/labelProduct/searchLabelProduct,search Label Product,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/global/shared,全局,商品,searchPrimeProduct,POST,/elastic-api/labelProduct/searchPrimeProduct,search Prime Product,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/global-warehouses,全局,商品,globalWarehouseList,GET,/elastic-api/warehouse/globalWarehouseList,global Warehouse List,P1,低,OpenAPI已实现+已有文档,1,来源:cj-web-egg
/global-warehouses,全局,商品,homeDetail,POST,/product-api/cjOperationZone/homeDetail,home Detail,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/halloween,一级,商品,getProductList,POST,/cj/activity/getProductList,get Product List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/,全局,商品,getWareHouseWorldsByLanguage,POST,/product-api/dbWorldInfo/getWareHouseWorldsByLanguage,get Ware House Worlds By Language,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/,全局,商品,getWebHomeBannerInfo,POST,/elastic-api/cj/banner/getWebHomeBannerInfo,get Web Home Banner Info,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/,全局,商品,getOutBannerList,POST,/elastic-api/cj/banner/getOutBannerList,get Out Banner List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/,全局,商品,homeV2?zoneIndex=1,GET,/product-api/cjOperationZone/homeV2?zoneIndex=1,home V2?zone Index=1,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/,全局,商品,checkIsHasZone?zoneIndex=1,GET,/product-api/cjOperationZone/checkIsHasZone?zoneIndex=1,check Is Has Zone?zone Index=1,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/,全局,商品,productPage,POST,/website-api-home/viewmore/search/v2/productPage,product Page,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/,全局,商品,globalWarehouseProductList,POST,/elastic-api/cj/homePage/globalWarehouseProductList,global Warehouse Product List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/,全局,用户/账户,recommend,POST,/userCenterForeignWeb/accountManager/recommend,recommend,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/list-detail,一级,商品,trendSearch,POST,/elastic-api/product/trendSearch,trend Search,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/list-detail,一级,商品,getCategoryTree,POST,/product-api/baseCategory/getCategoryTree,get Category Tree,P2,低,OpenAPI已实现+已有文档,1,来源:cj-web-egg
/list-detail,一级,商品,queryByCategoryId,POST,/product-api/categorySeoInfo/queryByCategoryId,query By Category Id,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/paidService,一级,用户/账户,conditionList,POST,/userCenterForeignWeb/accountManager/conditionList,condition List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/paidService,一级,用户/账户,detail,POST,/userCenterForeignWeb/accountManager/detail,detail,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/paidService,一级,用户/账户,vlogList,POST,/userCenterForeignWeb/accountManager/vlogList,vlog List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/paidService,一级,用户/账户,serviceSkillList,POST,/userCenterForeignWeb/accountManager/serviceSkillList,service Skill List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/paidService,一级,订单,create,POST,/userCenterForeignWeb/accountManagerOrder/create,create,P0,低,OpenAPI未实现,1,来源:cj-web-egg
/paidService,一级,用户/账户,moreSelect,POST,/userCenterForeignWeb/accountManager/moreSelect,more Select,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/partnership,一级,商品,getRecommendPlatformList,POST,/elastic-api/cj/partner/getRecommendPlatformList,get Recommend Platform List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/partnership,一级,店铺/平台,getAllTypePlatformList,POST,/cj/partner/getAllTypePlatformList,get All Type Platform List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/print-on-demand,一级,商品,getList,POST,/elastic-api/cj/podProduct/getList,get List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/print-on-demand,一级,商品,select,POST,/elastic-api/cj/bottomHelpInfo/select,select,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/print-on-demand,一级,商品,getIndividuationCategoryInfo,POST,/elastic-api/cj/podProduct/getIndividuationCategoryInfo,get Individuation Category Info,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/print-on-demand,一级,商品,getIndividuationProductList,POST,/elastic-api/cj/podProduct/getIndividuationProductList,get Individuation Product List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/product-detail,一级,商品,getProductDetail,POST,/elastic-api/cjProductInfo/v3/getProductDetail,get Product Detail,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/product-detail,一级,商品,queryPage,POST,/elastic-api/recommend/search/productDetail/queryPage,query Page,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/product-detail,一级,商品,selectVideoListByLocProductId,POST,/product-api/businessVideo/selectVideoListByLocProductId,select Video List By Loc Product Id,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/product-detail,一级,商品,reportOffProduct,POST,/elastic-api/cj/homePage/reportOffProduct,report Off Product,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/productReport,一级,商品,getAllProductReport,POST,/product-api/cj/productReportPoint/getAllProductReport,get All Product Report,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/productReport,一级,商品,getTop,POST,/product-api/cj/productReportPoint/getTop,get Top,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/productReport,一级,商品,getProductReportById,POST,/cj/productReportPoint/getProductReportById,get Product Report By Id,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/share,一级,商品,getUrl,POST,/product-api/mediaLink/getUrl,get Url,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/topSelling,一级,商品,getRankingList,POST,/elastic-api/ranking/product/getRankingList,get Ranking List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/topSelling,一级,商品,getPage,POST,/elastic-api/ranking/product/getPage,get Page,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/tutorial,一级,商品,queryCategoryList,POST,/product-api/cj/contentCategory/queryCategoryList,query Category List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/tutorial,一级,商品,queryContentByCategoryId,POST,/cj/contentInfo/queryContentByCategoryId,query Content By Category Id,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/tutorial,一级,通用,queryPopularContent,POST,/cj/contentInfo/queryPopularContent,query Popular Content,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/tutorial,一级,通用,queryLatestContent,POST,/cj/contentInfo/queryLatestContent,query Latest Content,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/tutorial,一级,消息,getQuestionListByPage,POST,/chat-web/message/app/getQuestionListByPage,get Question List By Page,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/tutorial,一级,商品,getContentSEOInfo,POST,/product-api/cj/contentInfo/getContentSEOInfo,get Content S E O Info,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/tutorial,一级,通用,getContentDetailByTitle,POST,/cj/contentInfo/getContentDetailByTitle,get Content Detail By Title,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/tutorial,一级,商品,search,POST,/elastic-api/article/search,search,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/vendorProducts,一级,商品,cjListByShopId,POST,/product-api/app/web/cjListByShopId,cj List By Shop Id,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/vendorProducts,一级,商品,getSupplierWarehouseList,POST,/elastic-api/warehouse/getSupplierWarehouseList,get Supplier Warehouse List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/vendorProducts,一级,商品,shopInfoById,POST,/elastic-api/cj/homePage/shopInfoById,shop Info By Id,P2,低,OpenAPI未实现,1,来源:cj-web-egg
/viewMore,一级,商品,viewMoreBannerList,POST,/product-api/cj/banner/viewMoreBannerList,view More Banner List,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/viewMore,一级,商品,productPage,POST,/elastic-api/viewmore/search/v2/productPage,product Page,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/zone,一级,商品,search,POST,/elastic-api/productPartition/search,search,P1,低,OpenAPI未实现,1,来源:cj-web-egg
/global/auth,全局,用户/账户,getUserMenus,POST,/userCenterForeignWeb/app/subAccount/getUserMenus,get User Menus,P2,低,OpenAPI未实现,1,来源:mf-components
/global/login,全局,用户/账户,learnWorldsSSO,POST,/userCenterForeignWeb/foreign/learnWorldsSSO,learn Worlds S S O,P2,低,OpenAPI未实现,1,来源:mf-components
/global/login,全局,用户/账户,skipChangePassword,POST,/userCenterForeignWeb/account/skipChangePassword,skip Change Password,P0,低,OpenAPI未实现,1,来源:mf-components
/global/login,全局,用户/账户,saveAccount,POST,/cj-platform-web/shop/saveAccount,save Account,P1,中,OpenAPI未实现,1,来源:mf-components
/global/shipping-config,全局,物流,getOptionListByCondition,POST,/cujiaLogisticsFreight/operation/getOptionListByCondition,get Option List By Condition,P1,低,OpenAPI未实现,1,来源:mf-components
/global/shipping-config,全局,订单,getReceiveCountryDefaultLogistics,POST,/order-center/proxyOrder/userConfig/getReceiveCountryDefaultLogistics,get Receive Country Default Logistics,P2,低,OpenAPI未实现,1,来源:mf-components
/global/shipping-config,全局,订单,deleteReceiveCountryDefaultLogistics,POST,/order-center/proxyOrder/userConfig/deleteReceiveCountryDefaultLogistics,delete Receive Country Default Logistics,P1,高,OpenAPI未实现,1,来源:mf-components
/global/shipping-config,全局,订单,saveReceiveCountryDefaultLogistics,POST,/order-center/proxyOrder/userConfig/saveReceiveCountryDefaultLogistics,save Receive Country Default Logistics,P1,中,OpenAPI未实现,1,来源:mf-components
/global/shipping-config,全局,订单,modifyReceiveCountryDefaultLogistics,POST,/order-center/proxyOrder/userConfig/modifyReceiveCountryDefaultLogistics,modify Receive Country Default Logistics,P2,中,OpenAPI未实现,1,来源:mf-components
/global/shipping-config,全局,物流,saveDefaultLogistics,POST,/cj-logistics-api/defaultLogisticsConfig/saveDefaultLogistics,save Default Logistics,P1,中,OpenAPI未实现,1,来源:mf-components
/global/header,全局,消息,queryNotificationList,POST,/messageCenterCj/notification/queryNotificationList,query Notification List,P1,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,用户/账户,taskUserCount,POST,/messageCenterWeb/messageTask/taskUserCount,task User Count,P2,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,消息,selectIsNotRead,POST,/cujia-message/cj/notification/selectIsNotRead,select Is Not Read,P2,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,商品,page,POST,/product-api/dbConsulting/app/page,page,P2,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,商品,submit,POST,/product-api/dbConsulting/submit,submit,P2,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,商品,delete,POST,/product-api/dbConsulting/delete,delete,P1,高,OpenAPI未实现,1,来源:mf-components
/global/header,全局,商品,getProductInfoByUserId,POST,/product-api/cjProductInfo/getProductInfoByUserId,get Product Info By User Id,P2,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,商品,getPlayList,POST,/product-api/productVideo/getPlayList,get Play List,P1,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,商品,likeVideo,POST,/product-api/productVideo/likeVideo,like Video,P2,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,商品,collectVideo,POST,/product-api/productVideo/collectVideo,collect Video,P2,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,商品,log,POST,/product-api/productVideo/log,log,P2,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,商品,getShareInfo,POST,/product-api/productVideo/getShareInfo,get Share Info,P2,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,订单,createOrder,POST,/cjorder-web/viewOrder/createOrder,create Order,P0,低,OpenAPI已实现+已有文档,1,来源:mf-components
/global/header,全局,用户/账户,updateLocaleSettingsV2,POST,/userCenterForeignWeb/account/updateLocaleSettingsV2,update Locale Settings V2,P1,中,OpenAPI未实现,1,来源:mf-components
/global/header,全局,用户/账户,updateLocaleSettings,POST,/userCenterForeignWeb/account/updateLocaleSettings,update Locale Settings,P1,中,OpenAPI未实现,1,来源:mf-components
/global/header,全局,商品,queryListProductCount,POST,/cj-platform-web/product/listedProduct/queryListProductCount,query List Product Count,P1,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,通用,addStatisByType,POST,/pojo/home/addStatisByType,add Statis By Type,P2,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,商品,searchSuggester,GET,/elastic-api/product/v1/searchSuggester,search Suggester,P1,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,财务,usdRateExchange,POST,/payment-center-web/paySupport/usdRateExchange,usd Rate Exchange,P2,低,OpenAPI未实现,1,来源:mf-components
/global/header,全局,用户/账户,list,POST,/userCenterForeignWeb/userApp/list,list,P1,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,消息,getInformList,POST,/cujia-message/cj/notification/getInformList,get Inform List,P1,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,用户/账户,getUserSubscribeList,POST,/userCenterForeignWeb/subscribe/getUserSubscribeList,get User Subscribe List,P1,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,商品,newGetPushListByUserId,POST,/push/product/newGetPushListByUserId,new Get Push List By User Id,P1,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,消息,informRead,POST,/cujia-message/cj/notification/informRead,inform Read,P2,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,商品,getAreaInventoryInfoByPidAndAreaId,POST,/elastic-api/product/inventory/getAreaInventoryInfoByPidAndAreaId,get Area Inventory Info By Pid And Area Id,P2,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,店铺/平台,getAreaInventoryInfoByPidAndAreaId,POST,/storehousecj/areaInventory/getAreaInventoryInfoByPidAndAreaId,get Area Inventory Info By Pid And Area Id,P2,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,物流,selectSupplierCountryBySpu,POST,/cujiaLogisticsFreight/operation/selectSupplierCountryBySpu,select Supplier Country By Spu,P2,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,商品,batchUnionLogisticsFreightV356,POST,/product-api/assign/batchUnionLogisticsFreightV356,batch Union Logistics Freight V356,P2,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,商品,getSupplierName,POST,/product-api/default/supplier/getSupplierName,get Supplier Name,P2,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,用户/账户,selectAccountAndShopInfoBySupplierId,POST,/supplier-center-web/supplierAccount/selectAccountAndShopInfoBySupplierId,select Account And Shop Info By Supplier Id,P2,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,商品,productBuriedPoint,POST,/product-api/cj/homePage/productBuriedPoint,product Buried Point,P2,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,商品,commentPageV201,POST,/product-api/product/comment/commentPageV201,comment Page V201,P2,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,商品,exportCrawlerComment,POST,/product-api/product/comment/exportCrawlerComment,export Crawler Comment,P2,低,OpenAPI未实现,1,来源:mf-components
/global/shared,全局,商品,getCjProductLanguage,POST,/product-api/language/getCjProductLanguage,get Cj Product Language,P2,低,OpenAPI未实现,1,来源:mf-components
