页面路由,页面级别,业务类型,接口Key,接口方法,接口地址,接口作用描述,优先级,风险等级,目前实现状态,使用页面数,备注
/payment,一级,财务-支付,rateExchange,POST,/payment-center-web/paySupport/rateExchange,,P2,中,OpenAPI未实现,1,
/payment,一级,财务-支付,sessionPay,POST,/payment-center-web/payment/stripe/session/pay,,P2,中,OpenAPI未实现,1,
/payment,一级,财务-支付,switchCardRemind,POST,/payment-center-web/payment/checkout/switchCardRemind,,P2,中,OpenAPI未实现,1,
/payment,一级,财务-支付,unbindCard,POST,/payment-center-web/payment/unbindCard,,P2,中,OpenAPI未实现,1,
/payment,一级,财务-支付,upload,POST,/app/ajax/upload,,P2,低,OpenAPI未实现,1,
/pod3detail,一级,定制品-POD,checkVariantStatus,POST,/product-api/app/locProduct/checkVariantStatus,,P2,低,OpenAPI未实现,1,
/pod3detail,一级,定制品-POD,designPod3Product,POST,/product-api/app/locProduct/addIndividualization,,P2,低,OpenAPI未实现,1,
/podInfoTemp,一级,定制品-POD,getShareProductDetail,POST,/quick-search-product-center/sourceFilmTask/getProductImage,,P1,低,OpenAPI未实现,1,
/productEvaluate,一级,商品评价,getSupplierCount,POST,/cjEvaluation/getEvalSupplierCount,,P2,低,OpenAPI未实现,1,共享组件使用
/productEvaluate/pulishContent,二级,商品评价,getOrderCommentApi,POST,/product-api/product/comment/getOrderComment,,P2,低,OpenAPI未实现,1,
/productEvaluate/pulishContent,二级,商品评价,getOrderProductListApi,POST,/cjorder-web/directOrder/getProductInfoByOrder,,P1,低,OpenAPI未实现,1,
/productEvaluate/pulishContent,二级,商品评价,saveOrderCommentApi,POST,/product-api/product/comment/saveOrderComment,,P2,中,OpenAPI未实现,1,
/products,一级,商品,downloadVideoByIdApi,GET,/product-api/tool/downLoad/byVideoId,,P2,低,OpenAPI未实现,0,
/products,一级,商品,getCheckedListConnect,POST,/product-api/syncProductPacking/getCheckedList,,P2,低,OpenAPI未实现,1,共享组件使用
/products,一级,商品,getVideoUrl,POST,/product-api/productVideo/getPlayAddress,,P2,低,OpenAPI未实现,0,
/products,一级,商品,getVideoUrlByVideoId,GET,/product-api/tool/downLoad/getVideoPlayInfos,,P2,低,OpenAPI未实现,1,共享组件使用
/products/connection,二级,商品-关联,autoFulfillSetting,POST,/cj-platform-web/product/setting/autoFulfillSetting,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,batchDelCorrelation,POST,/cj/PackConnection/batchDelCorrelation,,P2,高,OpenAPI未实现,1,
/products/connection,二级,商品-关联,checkShopProductExist,POST,/cj-platform-web/product/query/checkShopProductExist,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,conListdateill,POST,/cj-platform-web/product/queryVariantRelations,,P2,低,OpenAPI未实现,1,共享组件使用
/products/connection,二级,商品-关联,createPlatformProductExportTask,POST,/cj-platform-web/product/platformProductExport/createPlatformProductExportTask,,P2,中,OpenAPI未实现,1,
/products/connection,二级,商品-关联,delCorrelation,POST,/cj-platform-web/productPack/delPack,,P2,低,OpenAPI未实现,1,共享组件使用
/products/connection,二级,商品-关联,deleteStorePackConnectApi,POST,/cj-platform-web/productPack/delShopPack,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,getAreaAndStorehouseList,GET,/storehouse-center-api/areaInfo/getAreaAndStorehouseList,,P2,低,OpenAPI未实现,2,
/products/connection,二级,商品-关联,getCheckedList,POST,/cj-platform-web/productPack/getPackedList,,P2,低,OpenAPI未实现,1,共享组件使用
/products/connection,二级,商品-关联,getDelPackPermissions,POST,/userCenterForeignWeb/cj/PackConnection/getDelPackPermissions,,P2,低,OpenAPI未实现,3,
/products/connection,二级,商品-关联,getLogisticsDiscountPrice,POST,/cujiaLogisticsFreight/freight/logistics/getLogisticsDiscountPrice/v2,,P1,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,getLogisticsMode,POST,/cujiaLogisticsFreight/operation/getLogisticsMode,,P2,低,OpenAPI未实现,3,共享组件使用
/products/connection,二级,商品-关联,getPackDetailApi,POST,/elastic-api/erp/PackProduct/getPackProductBySku,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,getProductLogisticsInfo,POST,/cujiaLogisticsFreight/freight/logistics/getLogisticsInfo,,P1,低,OpenAPI未实现,3,共享组件使用
/products/connection,二级,商品-关联,getProductStandList,POST,/product-api/cjProductVariantInfo/getProductVariantList,,P1,低,OpenAPI未实现,3,共享组件使用
/products/connection,二级,商品-关联,getStorePackConnectDetailApi,POST,/cj-platform-web/productPack/queryPackConnectionByShop,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,getStorePackConnectListApi,POST,/cj-platform-web/productPack/queryPackConnectionsGroupByShop,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,getStorePackConnectLogsApi,POST,/cj-platform-web/productPack/pageQueryLog,,P1,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,getWarehouseInfo,POST,/elastic-api/product/inventory/getAreaInventoryInfo,,P2,低,OpenAPI未实现,7,共享组件使用
/products/connection,二级,商品-关联,oldGetWarehouseInfo,POST,/storehousecj/areaInventory/getAreaInventoryInfo,,P2,低,OpenAPI未实现,3,共享组件使用
/products/connection,二级,商品-关联,productFulfillmentSetting,POST,/cj-platform-web/orderFulfillment/productFulfillmentSetting,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,queryProductFulfillmentSetting,POST,/cj-platform-web/orderFulfillment/queryProductFulfillmentSetting,,P1,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,queryProductFulfillmentSettingProgress,POST,/cj-platform-web/orderFulfillment/queryProductFulfillmentSettingProgress,,P1,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,queryRelevanceLogPage,POST,/cj-platform-web/product/relevance/log/queryPage,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,queryRelevancePage,POST,/cj-platform-web/product/relevance/queryPageOld,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,queryStoreInventoryApi,POST,/cj-platform-web/product/sync/inventory/query,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,queryVariantRelations,POST,/cj-platform-web/product/queryVariantRelations,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,relevanceLabelOperationConfig,POST,/cj-platform-web/product/relevance/relevanceLabelOperationConfig,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,relieveCondetaill,POST,/cj-platform-web/product/relevance/relieveConnectiondateill,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,relieveConnnect,POST,/cj-platform-web/product/relevance/relieveCon,,P2,低,OpenAPI未实现,1,
/products/connection,二级,商品-关联,updateConStanLogistics,POST,/cj-platform-web/product/updateConStanLogistics,,P2,中,OpenAPI未实现,1,
/products/connection,二级,商品-关联,updateStorePackConnectApi,POST,/cj-platform-web/productPack/bindShopPack,,P2,低,OpenAPI未实现,1,
/products/myproducts,二级,商品-我的商品,assign,POST,/product-api/assign/addSkuList,,P2,低,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,batchDeleteCon,POST,/product-api/assign/batchDeleteCon,,P2,高,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,batchDeleteProductPack,POST,/product-api/syncProductPacking/batchDeleteProductPack,,P2,高,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,cjKeHuZengJiaBieMingBianTi,POST,/pojo/product/cjKeHuZengJiaBieMingBianTi,,P2,低,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,createMyProductExportTask,POST,/product-api/productExport/createMyProductExportTask,,P2,中,OpenAPI未实现,1,
/products/myproducts,二级,商品-我的商品,deleteCon,POST,/product-api/assign/deleteCon,,P2,高,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,deleteCondetaill,POST,/product-api/assign/deleteCondetaill,,P2,高,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,getAssignAndVisibility,POST,/product-api/assign/getAssignAndVisibility,,P2,低,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,getAssignAndVisibilitydetaill,POST,/product-api/assign/getAssignAndVisibilitydetaill,,P2,低,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,getProductByAccount,POST,/product-api/cjProductInfo/queryProductByAccount,,P1,低,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,getSearchInventoryInfo,POST,/elastic-api/myProduct/getSearchInventoryInfo,,P2,低,OpenAPI未实现,1,
/products/myproducts,二级,商品-我的商品,getSupplierFreightByCountryCode,POST,/supplier/logisticsCompany/getSupplierFreightByCountryCode,,P1,低,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,gouWuCheMaiDian,POST,/app/buyOrder/gouWuCheMaiDian,,P2,低,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,newDelCorrelation,POST,/product-api/syncProductPacking/delCorrelation,,P2,低,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,shanChuBieMing,POST,/pojo/product/shanChuBieMing,,P2,低,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,skuListAddNewGroup,POST,/product-api/myProduct/addFolder,,P2,低,OpenAPI未实现,1,
/products/myproducts,二级,商品-我的商品,skuListDelGroup,POST,/product-api/myProduct/delFolder,,P2,低,OpenAPI未实现,1,
/products/myproducts,二级,商品-我的商品,skuListDelProduct,POST,/product-api/myProduct/delProduct,,P2,低,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,skuListEditNewGroup,POST,/product-api/myProduct/updateFolder,,P2,中,OpenAPI未实现,1,
/products/myproducts,二级,商品-我的商品,skuListGetFolderCategory,POST,/product-api/myProduct/getFolderCategory,,P2,低,OpenAPI未实现,1,
/products/myproducts,二级,商品-我的商品,skuListGetFolderNumList,POST,/product-api/myProduct/getFolderNumList,,P2,低,OpenAPI未实现,1,
/products/myproducts,二级,商品-我的商品,skuListGetProductDetail,POST,/product-api/myProduct/getProductDetail,,P1,低,OpenAPI未实现,1,
/products/myproducts,二级,商品-我的商品,skuListGetProductPage,POST,/elastic-api/myProduct/productPage,,P2,低,OpenAPI未实现,2,
/products/myproducts,二级,商品-我的商品,skuListGetShopList,POST,/product-api/myProduct/getShopList,,P1,低,OpenAPI未实现,1,
/products/myproducts,二级,商品-我的商品,skuListMoveProduct,POST,/product-api/myProduct/addProductToFolder,,P2,低,OpenAPI未实现,1,
/products/myproducts,二级,商品-我的商品,updateProductInventory,POST,/product-api/assign/handleFollow,,P2,低,OpenAPI未实现,1,
/products/patchPack,二级,商品-包装,batchAddProductPack,POST,/product-api/syncProductPacking/batchAddProductPack,,P2,高,OpenAPI未实现,1,
/products/patchPack,二级,商品-包装,batchPack,POST,/cj-platform-web/productPack/batchPack,,P2,高,OpenAPI未实现,1,
/products/patchPack,二级,商品-包装,existVariantInCart,POST,/order-center/proxyOrder/orderProduct/existVariantInCart ,,P2,低,OpenAPI未实现,1,
/products/patchPack,二级,商品-包装,getProductStandInfo,GET,/cj/PackProduct/getProductStandInfo,,P1,低,OpenAPI未实现,1,
/products/patchPack,二级,商品-包装,getWebProductDetail,POST,/product-api/cjProductInfo/V2/getProductDetail,,P1,低,OpenAPI未实现,1,
/products/patchPack,二级,商品-包装,incompatibleSetting,POST,/cj-platform-web/product/relevance/packing/incompatibleSetting,,P2,低,OpenAPI未实现,1,共享组件使用
/products/patchPack,二级,商品-包装,isCombineProduct,POST,/product-api/cjProductVariantInfo/isCombineProduct,,P2,低,OpenAPI未实现,1,
/products/patchPack,二级,商品-包装,queryIncompatibleVariants,POST,/cj-platform-web/product/relevance/packing/queryIncompatibleVariants,,P2,低,OpenAPI未实现,1,共享组件使用
/products/patchPack,二级,商品-包装,queryPackConditionVariantList,POST,/cj-platform-web/productPack/queryPackConditionVariantList,,P2,低,OpenAPI未实现,1,
/products/patchPack,二级,商品-包装,queryPackProductInfo,POST,/product-api/pack/product/queryPackProductInfo,,P2,低,OpenAPI未实现,1,
/products/patchPack,二级,商品-包装,queryVariantConditionPackList,POST,/cj-platform-web/productPack/queryVariantConditionPackList,,P2,低,OpenAPI未实现,1,共享组件使用
/products/patchPack,二级,商品-包装,refreshCartVariantPackage,POST,/order-center/proxyOrder/shoppingCart/refreshCartVariantPackageV2,,P2,低,OpenAPI未实现,1,
/products/skuList,二级,商品-SKU列表,appModifyAccProduct,POST,/product-api/assign/appModifyAccProduct,,P2,低,OpenAPI未实现,1,共享组件使用
/products/skuList,二级,商品-SKU列表,getLogisticsDiscountPriceV355,POST,/product-api/assign/getLogisticsDiscountPriceV355,,P2,低,OpenAPI未实现,1,共享组件使用
/products/skuList,二级,商品-SKU列表,getModifyAccProduct,POST,/product-api/assign/getModifyAccProduct,,P2,低,OpenAPI未实现,1,共享组件使用
/products/skuList,二级,商品-SKU列表,getProductDetail,POST,/elastic-api/cjProductInfo/v2/getProductDetail,,P1,低,OpenAPI未实现,3,
/products/skuList,二级,商品-SKU列表,saveProductLogisticsTrial,POST,/product-api/assign/saveLogisticsTrial,,P2,中,OpenAPI未实现,1,共享组件使用
/productVerification/service,二级,商品验证,authList,POST,/quick-search-product-center/cj/product/authList,,P2,低,OpenAPI未实现,1,
/productVerification/service,二级,商品验证,delAuth,DELETE,/quick-search-product-center/cj/product/delAuth,,P2,低,OpenAPI未实现,1,
/purchase,一级,采购/仓储,getLogistics,POST,/cj-logistics-api/refactoring/cjpacketGetTrackEvent,获取物流日志,P1,低,OpenAPI未实现,1,获取物流日志
/purchase,一级,采购/仓储,queryLogList,POST,/cj/orderOperationLog/queryLogList,查询直发单订单日志,P2,低,OpenAPI未实现,1,查询直发单订单日志
/purchase/detial,二级,采购/仓储,getOrderView,POST,/cjorder-web/directOrder/getOrderViewV2,获取私有库存/直发订单详情,P2,低,OpenAPI未实现,1,获取私有库存/直发订单详情
/purchase/detial,二级,采购/仓储,getPayIdApi,POST,/cjorder-web/directOrder/getPayId,获取payId,P2,低,OpenAPI未实现,2,获取payId
/purchase/goods,二级,采购/仓储,batchCancelSelected,POST,/cjorder-web/directOrder/batchCancelSelected,批量取消购物车勾选,P2,高,OpenAPI未实现,4,批量取消购物车勾选
/purchase/goods,二级,采购/仓储,batchChangeCount,POST,/cjorder-web/directOrder/batchChangeCount,批量修改购物车数量,P2,高,OpenAPI未实现,4,批量修改购物车数量
/purchase/goods,二级,采购/仓储,checkPlaceZfOrderProductInfo,POST,/cjorder-web/directOrder/checkPlaceZfOrderProductInfo,查看直发单或者购物车下单商品是否失效,P2,低,OpenAPI未实现,4,查看直发单或者购物车下单商品是否失效
/purchase/goods,二级,采购/仓储,chooseShopCart,POST,/cjorder-web/directOrder/chooseShopCart,选择购物车接口,P2,低,OpenAPI未实现,3,选择购物车接口
/purchase/goods,二级,采购/仓储,deleteCartInvalidProduct,POST,/cjorder-web/directOrder/deleteCartInvalidProduct,,P2,高,OpenAPI未实现,2,
/purchase/goods,二级,采购/仓储,deleteShopCart,POST,/cjorder-web/directOrder/deleteShopCart,删除单个商品,P2,高,OpenAPI未实现,2,删除单个商品
/purchase/goods,二级,采购/仓储,getCartProductCount,POST,/cjorder-web/directOrder/getCartProductCount,,P2,低,OpenAPI未实现,2,
/purchase/goods,二级,采购/仓储,getCateList,POST,/product-api/baseCategory/categoryList,,P2,低,OpenAPI未实现,1,
/purchase/goods,二级,采购/仓储,getGoodAddCartDetail,POST,/elastic-api/cjProductInfo/getProductDetail,,P1,低,OpenAPI未实现,1,
/purchase/goods,二级,采购/仓储,getGoodRecommendList,POST,/elastic-api/recommend/search/purchaseList/queryPage,,P2,低,OpenAPI未实现,1,
/purchase/goods,二级,采购/仓储,getGoodSearchList,POST,/elastic-api/product/v4/search,,P2,低,OpenAPI未实现,1,
/purchase/goods,二级,采购/仓储,getShoppingCart,POST,/cjorder-web/directOrder/getShoppingCartV2,获取购物车列表,P1,低,OpenAPI未实现,2,获取购物车列表
/purchase/goods,二级,采购/仓储,saveShopCart,POST,/cjorder-web/directOrder/saveShopCart,保存购物车,P2,中,OpenAPI未实现,2,保存购物车
/purchase/goods,二级,采购/仓储,shangPinMaiDian,POST,/cj/homePage/shangPinMaiDian,,P2,低,OpenAPI未实现,1,
/purchase/goods,二级,采购/仓储,toggleGoodLike,POST,/product-api/dbWishProduct/wishProduct,,P2,低,OpenAPI未实现,1,
/purchase/postageConfirmation,二级,采购/仓储,checkLogisticsApi,POST,/cjorder-web/directOrder/checkZfAddressInfo,物流地址必填校验,P2,低,OpenAPI未实现,2,物流地址必填校验
/purchase/postageConfirmation,二级,采购/仓储,checkPlaceZfPostageOrderProductInfo,POST,/cjorder-web/directOrder/checkPlaceZfPostageOrderProductInfo,查看直发单或者购物车下单商品是否失效-物流费确认页,P2,低,OpenAPI未实现,1,查看直发单或者购物车下单商品是否失效-物流费确认页
/purchase/postageConfirmation,二级,采购/仓储,checkZfOrderAddressInfoApi,POST,/cjorder-web/directOrder/checkZfOrderAddressInfo,物流地址必填校验-物流费确认页,P2,低,OpenAPI未实现,1,物流地址必填校验-物流费确认页
/purchase/postageConfirmation,二级,采购/仓储,createDepositOrderApi,POST,/cjorder-web/directOrder/createYjOrder,,P2,中,OpenAPI未实现,2,
/purchase/postageConfirmation,二级,采购/仓储,createPrivateApi,POST,/cjorder-web/directOrder/createSyOrderV2,创建私有库存订单,P2,中,OpenAPI未实现,2,创建私有库存订单
/purchase/postageConfirmation,二级,采购/仓储,createZfOrderApiV2,POST,/cjorder-web/directOrder/createZfOrderV3New,创建直发单新,P2,中,OpenAPI未实现,2,创建直发单新
/purchase/postageConfirmation,二级,采购/仓储,deleteBatchShopCart,POST,/cjorder-web/directOrder/deleteBatchShopCart,批量删除购物车数据,P2,高,OpenAPI未实现,2,批量删除购物车数据
/purchase/postageConfirmation,二级,采购/仓储,editAddress,POST,/userCenterForeignWeb/address/updateReceiveAddress,,P2,中,OpenAPI未实现,2,
/purchase/postageConfirmation,二级,采购/仓储,getCreateConfirmProductV2,POST,/cjorder-web/directOrder/getCreateConfirmProductV4,,P2,低,OpenAPI未实现,2,
/purchase/postageConfirmation,二级,采购/仓储,getGroupIossList,POST,/cjorder-web/directOrder/getIossListV2,,P2,低,OpenAPI未实现,2,
/purchase/postageConfirmation,二级,采购/仓储,getIossListAPi,POST,/cjorder-web/directOrder/getIossListV3,直发单获取用户ioss列表,P2,低,OpenAPI未实现,2,直发单获取用户ioss列表
/purchase/postageConfirmation,二级,采购/仓储,getOrderAddressInfoList,POST,/cjorder-web/directOrder/getOrderAddressInfoList,物流费确认页获取收货地址,P2,低,OpenAPI未实现,1,物流费确认页获取收货地址
/purchase/postageConfirmation,二级,采购/仓储,getOrderLogisticListApi,POST,/cjorder-web/directOrder/getOrderLogisticList,获取直发单物流列表-物流费确认页,P2,低,OpenAPI未实现,1,获取直发单物流列表-物流费确认页
/purchase/postageConfirmation,二级,采购/仓储,getPrivateLogisticsApi,POST,/cjorder-web/privateInventoryOrder/getPrivateOrderCostInfoV4,私有库存获取物流列表接口,P2,低,OpenAPI未实现,2,私有库存获取物流列表接口
/purchase/postageConfirmation,二级,采购/仓储,getRecheckOrderInfoV2,POST,/cjorder-web/directOrder/getRecheckOrderInfoV3,,P2,低,OpenAPI未实现,2,
/purchase/postageConfirmation,二级,采购/仓储,getRecheckOrderLogistic,POST,/cjorder-web/directOrder/getLogisticsTemplateInfoByAddress,,P2,低,OpenAPI未实现,2,
/purchase/postageConfirmation,二级,采购/仓储,getStatementReadStatus,POST,/cjorder-web/directOrder/getStatementReadStatus,获取履约声明阅读状态,P2,低,OpenAPI未实现,2,获取履约声明阅读状态
/purchase/postageConfirmation,二级,采购/仓储,getStorehouseApi,POST,/storehouse/WarehousInfo/getStorehouseNew,获取私有库存仓库列表 老的，估计要换新的接口,P2,低,OpenAPI未实现,2,获取私有库存仓库列表 老的，估计要换新的接口
/purchase/postageConfirmation,二级,采购/仓储,getZhifaLogisticsApi,POST,/cjorder-web/directOrder/getLogisticListV3New,获取直发单物流列表,P2,低,OpenAPI未实现,2,获取直发单物流列表
/purchase/postageConfirmation,二级,采购/仓储,postageRecheckOrderInfo,POST,/cjorder-web/directOrder/postageRecheckOrderInfo,获取重新下单时订单信息 - 物流费确认页,P2,低,OpenAPI未实现,1,获取重新下单时订单信息 - 物流费确认页
/purchase/postageConfirmation,二级,采购/仓储,removeOrderInvalidProduct,POST,/cjorder-web/directOrder/removeOrderInvalidProductV2,移除订单失效商品,P2,高,OpenAPI未实现,2,移除订单失效商品
/purchase/postageConfirmation,二级,采购/仓储,submitUncertifiedProductApi,POST,/cjorder-web/directOrder/submitUncertifiedProduct,,P2,中,OpenAPI未实现,2,
/purchase/postageConfirmation,二级,采购/仓储,submitZfPostagePayInfoApi,POST,/cjorder-web/directOrder/submitZfPostagePayInfo,创建直发单-物流费确认页,P2,中,OpenAPI未实现,1,创建直发单-物流费确认页
/purchase/purchaseCart,二级,采购-购物车,addProductToFolderApi,POST,/product-api/myProduct/addProductToFolder,,P2,低,OpenAPI未实现,1,
/purchase/purchaseCart,二级,采购-购物车,deleteShopCartBySupplier,POST,/cjorder-web/directOrder/deleteShopCartBySupplier,删除供应商下所有商品,P2,高,OpenAPI未实现,1,删除供应商下所有商品
/purchase/purchaseCart,二级,采购-购物车,getCartRecommendedListApi,POST,/elastic-api/product/shoppingCartRecommendedList,,P2,低,OpenAPI未实现,1,
/purchase/purchaseCart,二级,采购-购物车,getFolderListApi,POST,/product-api/myProduct/getFolderList,,P2,低,OpenAPI未实现,1,
/purchase/purchaseCart,二级,采购-购物车,handleAddToQueueApi,POST,/cj/listedproduct/add,,P1,低,OpenAPI未实现,1,
/purchase/purchaseCart,二级,采购-购物车,importProductToCat,POST,/cjorder-web/directOrder/importProductToCat,,P2,中,OpenAPI未实现,1,
/purchase/purchaseCart,二级,采购-购物车,importProductToCatV2Api,POST,/cjorder-web/directOrder/importProductToCatV2,,P2,中,OpenAPI未实现,1,
/purchase/purchaseCart,二级,采购-购物车,shopCartVariantList,POST,/cjorder-web/directOrder/shopCartVariantList,获取商品规格,P2,低,OpenAPI未实现,1,获取商品规格
/purchase/purchaseConfirmation,二级,采购-确认,checkZhifaInfoApi,POST,/cjorder-web/directOrder/checkPlaceOrderProductInfoV2,直发单下单校验,P2,低,OpenAPI未实现,1,直发单下单校验
/purchase/purchaseConfirmation,二级,采购-确认,getDepositWarehouse,POST,/cjorder-web/directOrder/warehouseList,,P2,低,OpenAPI未实现,1,
/purchase/purchaseConfirmation,二级,采购-确认,getPrivateCreateConfirmProductV2,POST,/cjorder-web/directOrder/getPrivateCreateConfirmProductV2,获取私有库存详情新接口,P2,低,OpenAPI未实现,1,获取私有库存详情新接口
/purchase/purchaseConfirmation,二级,采购-确认,getPrivateRecheckOrderInfoV4,POST,/cjorder-web/directOrder/getPrivateRecheckOrderInfoV4,获取私有库存重新下单时订单信息,P2,低,OpenAPI未实现,1,获取私有库存重新下单时订单信息
/purchase/purchaseConfirmation,二级,采购-确认,getProductListApi,POST,/cjorder-web/directOrder/getCreateConfirmProduct,获取订单确认页商品信息,P2,低,OpenAPI未实现,2,获取订单确认页商品信息
/purchase/purchaseConfirmation,二级,采购-确认,getRecheckOrderInfo,POST,/cjorder-web/directOrder/getRecheckOrderInfoV2,获取重新下单时订单信息,P2,低,OpenAPI未实现,1,获取重新下单时订单信息
/purchase/purchaseList,二级,采购-列表,cancelDirectOrder,POST,/cjorder-web/directOrder/cancelDirectOrder,删除直发单或者私有库存单,P2,高,OpenAPI未实现,1,删除直发单或者私有库存单
/purchase/purchaseList,二级,采购-列表,checkOrderPaymentExpiration,POST,/cjorder-web/directOrder/checkOrderPaymentExpiration,直发单pay校验,P2,低,OpenAPI未实现,1,直发单pay校验
/purchase/purchaseList,二级,采购-列表,getFilterItem,POST,/cjorder-web/privateInventoryOrder/getFilterItem,获取筛选订单类型参数,P2,低,OpenAPI未实现,1,获取筛选订单类型参数
/purchase/purchaseList,二级,采购-列表,getPayOrderList,POST,/cjorder-web/directOrder/getPayOrderListV3,查看直发/私有订单列表,P2,低,OpenAPI已实现+已有文档,1,查看直发/私有订单列表
/purchase/purchaseList,二级,采购-列表,getProductDetailInfo,POST,/elastic-api/cjProductInfo/v2/getProductDetailInfo,,P1,低,OpenAPI未实现,0,
/purchase/purchaseList,二级,采购-列表,getProductStockedDetail,POST,/cjorder-web/directOrder/getProductStockedDetail,,P1,低,OpenAPI未实现,1,
/purchase/purchaseList,二级,采购-列表,getPurchaseCountApi,POST,/cjorder-web/directOrder/statistic,,P2,低,OpenAPI未实现,1,
/purchase/purchaseList,二级,采购-列表,getRecommendMyCjList,POST,/elastic-api/recommend/search/myCj/queryPage,,P2,低,OpenAPI未实现,0,
/purchase/purchaseList,二级,采购-列表,logisticsEnquiryCancel,POST,/cjorder-web/directOrder/logisticsEnquiryCancel,,P1,低,OpenAPI未实现,1,
/purchase/purchaseList,二级,采购-列表,removeCanceledDirectOrder,POST,/cjorder-web/directOrder/removeCanceledDirectOrder,删除已取消直发、私有订单,P2,高,OpenAPI未实现,1,删除已取消直发、私有订单
/purchase/purchaseList,二级,采购-列表,updateOrderDone,POST,/cjorder-web/directOrder/updateOrderDone,收货确认弹窗,P2,中,OpenAPI未实现,1,收货确认弹窗
/quickSourcing/service,二级,快速找货,addSource,POST,/source-rest-api/newSource/sourcing/addSource,,P2,低,OpenAPI未实现,2,
/quickSourcing/service,二级,快速找货,daySourceCount,POST,/quick-search-product-center/source/sourcing/sourceCount,,P2,低,OpenAPI未实现,2,共享组件使用
/quickSourcing/service,二级,快速找货,getSourceStatisticsInfo,POST,/quick-search-product-center/web/home/getSourceStatisticsInfo,,P2,低,OpenAPI未实现,2,共享组件使用
/quickSourcing/service,二级,快速找货,searchUpload,POST,/elastic-api/product/v1/searchUpload,,P2,低,OpenAPI未实现,2,共享组件使用
/quickSourcing/service,二级,快速找货,sendQuickRegEmail,POST,/userCenterForeignWeb/foreign/sendQuickRegEmail,,P2,低,OpenAPI未实现,2,共享组件使用
/sendTicket,一级,工单,cjSubmitTicket,POST,/messageCenterWeb/issue/createIssue,,P2,中,OpenAPI未实现,1,
/sendTicket,一级,工单,getIssueTypeList,POST,/messageCenterWeb/issueType/typeList,,P2,低,OpenAPI未实现,1,
/shipment,一级,物流-发货,addTrackingNumber,POST,/cjorder-web/serviceOrder/addTrackingNumber,,P2,低,OpenAPI未实现,1,
/shipment,一级,物流-发货,batchDownLoadIncomingCode,GET,/cjorder-web/serviceOrder/batchDownLoadIncomingCode,,P2,高,OpenAPI未实现,1,
/shipment,一级,物流-发货,cancelReview,POST,/cjorder-web/serviceOrder/cancelReview,,P2,高,OpenAPI未实现,1,
/shipment,一级,物流-发货,getIncomingCode,POST,/cjorder-web/serviceOrder/getIncomingCode,,P2,低,OpenAPI未实现,1,
/shipment,一级,物流-发货,getPrintGcReceivingBoxApi,POST,/storehouse-center-web/syncSiteOrder/getPrintGcReceivingBox,,P2,低,OpenAPI未实现,1,
/shipment,一级,物流-发货,getSingleIncomingCode,POST,/cjorder-web/serviceOrder/downLoadVariantIncomingCode,,P2,低,OpenAPI未实现,1,
/shipment,一级,物流-发货,serviceOrderList,POST,/cjorder-web/serviceOrder/serviceOrderList,,P2,低,OpenAPI未实现,1,
/sourcing,一级,找货,addAccSource,POST,/quick-search-product-center/source/sourcing/addAccSource,,P2,低,OpenAPI未实现,1,共享组件使用
/sourcing,一级,找货,addPaymentAccSource,POST,/quick-search-product-center/source/sourcing/addPaymentAccSource,,P2,低,OpenAPI未实现,1,共享组件使用
/sourcing,一级,找货,addPaymentSource,POST,/quick-search-product-center/source/sourcing/addPaymentSource,,P2,低,OpenAPI未实现,1,共享组件使用
